key,namespace_l2,value,locale_count,locales
crm.contentCal.ihub.licActive,crm.contentCal,Active,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.licActivate,crm.contentCal,Activate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.licActivating,crm.contentCal,Activating...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.licActivated,crm.contentCal,Activated,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.licDeactivated,crm.contentCal,Inactive,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.licExpiry,crm.contentCal,Expiry,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.licFeatures,crm.contentCal,Features,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.licSupport,crm.contentCal,Support,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.licKeyLabel,crm.contentCal,License Key,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.licKeyPh,crm.contentCal,Enter license key,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.edit,crm.contentCal,Edit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberEmail,crm.contentCal,Email,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberStoreUrl,crm.contentCal,Store URL,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberBizInfo,crm.contentCal,Business Details,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberWebsite,crm.contentCal,Website,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberIndustry,crm.contentCal,Industry,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberIndustryPh,crm.contentCal,e.g. E-commerce,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberDept,crm.contentCal,Department,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberDeptPh,crm.contentCal,e.g. Marketing,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberPosition,crm.contentCal,Position,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberPositionPh,crm.contentCal,e.g. Team Lead,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberBankName,crm.contentCal,Bank Name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberBankAcct,crm.contentCal,Account Number,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberCsPhone,crm.contentCal,CS Phone,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberReturnAddr,crm.contentCal,Return Address,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberCommReg,crm.contentCal,Commerce Reg. No.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberCommRegPh,crm.contentCal,e.g. 2024-Seoul-12345,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberMonthlyVol,crm.contentCal,Monthly API Volume,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberVolLow,crm.contentCal,Low (<10K),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberVolMid,crm.contentCal,Medium (10K~100K),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberVolHigh,crm.contentCal,High (100K~1M),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberVolEnterprise,crm.contentCal,Enterprise (1M+),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.channelSpecific,crm.contentCal,Channel-Specific Info,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.advertiserIds,crm.contentCal,Advertiser IDs,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.oauthConfig,crm.contentCal,OAuth Config,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.docUpload,crm.contentCal,Document Upload,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.docBizLicense,crm.contentCal,Business License,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.docBizLicenseDesc,crm.contentCal,Business registration copy,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.docCommCert,crm.contentCal,Commerce Certificate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.docCommCertDesc,crm.contentCal,Commerce registration,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.docDelegate,crm.contentCal,Delegation Form,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.docDelegateDesc,crm.contentCal,API key delegation form,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.docSelect,crm.contentCal,Select File,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.docChange,crm.contentCal,Change File,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.reviewTitle,crm.contentCal,Final Review,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.noneFilled,crm.contentCal,None,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberSaving,crm.contentCal,Saving...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberSaveAndApply,crm.contentCal,Submit & Auto-Apply,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberSaved,crm.contentCal,Member info saved!,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberSavedDesc,crm.contentCal,All info securely saved.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.autoApplyAllBtn,crm.contentCal,Auto-Apply All,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.autoApplying,crm.contentCal,Applying...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.autoApplyProgress,crm.contentCal,Applying to all channels...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.autoApplyResults,crm.contentCal,Auto-Apply Results,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.keysFetched,crm.contentCal,Fetched,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.keysApplied,crm.contentCal,Applied,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.oauthPending,crm.contentCal,OAuth Pending,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.statusApplied,crm.contentCal,Applied,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.statusFetched,crm.contentCal,Fetched,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.statusOAuth,crm.contentCal,OAuth Required,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.autoApplySubmitted,crm.contentCal,Auto-Apply Submitted,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.autoApplyChannels,crm.contentCal,channels applied,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.oauthRequired,crm.contentCal,OAuth Required,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.oauthChannels,crm.contentCal,channels need OAuth,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.viewSmartConnect,crm.contentCal,View SmartConnect,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberViewKeys,crm.contentCal,View API Keys,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.memberGoDash,crm.contentCal,Go to Dashboard,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.guideRolesTitle,crm.contentCal,Channel Groups,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.guideSecAds,crm.contentCal,Manage ad platform API keys.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.guideSecCommerce,crm.contentCal,Manage commerce API keys.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.guideSecOwn,crm.contentCal,Manage own store API keys.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.guideSecWelfare,crm.contentCal,Manage welfare mall API keys.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.guideSecSocial,crm.contentCal,Manage social media API keys.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.secBlocked,crm.contentCal,Blocked,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.secTotal,crm.contentCal,total threats,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.secLockTitle,crm.contentCal,Security Lock,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.secLockWait,crm.contentCal,Please wait...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.ownMallLabel,crm.contentCal,Own Store,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.ownMallDesc,crm.contentCal,Manage own store API keys.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.closedMallLabel,crm.contentCal,Welfare Mall,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.socialMediaLabel,crm.contentCal,Social Media,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.socialMediaDesc,crm.contentCal,Manage social media API keys.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.recon.vat,crm.contentCal,VAT,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.industry_all,crm.contentCal,All Industries,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.industry_fashion,crm.contentCal,Fashion & Beauty,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.industry_food,crm.contentCal,Food & Health,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.industry_beauty,crm.contentCal,Beauty & Cosmetics,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.industry_electronics,crm.contentCal,Electronics & IT,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.industry_b2b,crm.contentCal,B2B,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.industry_logistics,crm.contentCal,Logistics & Shipping,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.solution_all,crm.contentCal,All Solutions,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.solution_attribution,crm.contentCal,Attribution,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.solution_mmm,crm.contentCal,MMM Analysis,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.solution_crm,crm.contentCal,CRM Integration,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.solution_wms,crm.contentCal,WMS Management,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.solution_priceOpt,crm.contentCal,Price Optimization,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.solution_omniChannel,crm.contentCal,Omni-Channel,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.noChannelsTitle,crm.contentCal,No channels connected,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.goIntegrationHub,crm.contentCal,Go to Integration Hub,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.caseStudy.connectedChannelsTitle,crm.contentCal,Connected Channels,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.postmanDownload,crm.contentCal,Download Postman Collection,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.endpointList,crm.contentCal,REST API Endpoint List,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.searchPlaceholder,crm.contentCal,Search path or description...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.params,crm.contentCal,Parameters,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.authMethod,crm.contentCal,Auth,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.epInvGet,crm.contentCal,Inventory List Search,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.epInvPost,crm.contentCal,Inventory Register/Edit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.epOrders,crm.contentCal,Orders List Search,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.epSettle,crm.contentCal,Settlement Data Search,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.epCampGet,crm.contentCal,Campaign List Search,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.epCampPost,crm.contentCal,Create Campaign,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.epCrm,crm.contentCal,CRM Segment Search,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.epPnl,crm.contentCal,P&L Report Create,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.epBudget,crm.contentCal,Channel Budget Status,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.epWhReg,crm.contentCal,Webhook Register,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.epWhList,crm.contentCal,Webhook List,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.epWhDel,crm.contentCal,Webhook Delete,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.connectedApis,crm.contentCal,Connected Channel APIs,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.webhookAdd,crm.contentCal,Add Webhook,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.webhookRegister,crm.contentCal,Register Webhook,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.cancel,crm.contentCal,Cancel,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.selectEvents,crm.contentCal,Select Events to Receive,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.saving,crm.contentCal,Saving...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.ev_order_created,crm.contentCal,Order Created,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.ev_order_status_changed,crm.contentCal,Order Status Changed,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.ev_inventory_low_stock,crm.contentCal,Low Stock,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.ev_campaign_approved,crm.contentCal,Campaign Approved,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.ev_campaign_executed,crm.contentCal,Campaign Auto-Executed,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.ev_settlement_completed,crm.contentCal,Settlement Completed,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.authMethodLabel,crm.contentCal,Authentication Method,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.authLoginComment,crm.contentCal,Issue token via login,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.sessionToken,crm.contentCal,Current Session Token,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.loginRequired,crm.contentCal,Login Required,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.copied,crm.contentCal,Copied,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.copy,crm.contentCal,Copy,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.devHub.rateLimits,crm.contentCal,Rate Limits,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.root_pageTitle_influencer,crm.contentCal,Influencer & UGC,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
marketing.marketing.budgetTrackTitle,marketing.marketing,Budget Tracking Dashboard,4,"ja,zh,id,th"
marketing.marketing.bgSummaryBudget,marketing.marketing,Total Allocated Budget,4,"ja,zh,id,th"
marketing.marketing.bgSummaryActual,marketing.marketing,Total Spent,4,"ja,zh,id,th"
marketing.marketing.bgSummaryProfit,marketing.marketing,Remaining Balance,4,"ja,zh,id,th"
marketing.marketing.bgAchievePct,marketing.marketing,Budget Achievement (Burn Rate),4,"ja,zh,id,th"
marketing.marketing.bgKpiActualVsBudget,marketing.marketing,Actual Spend vs Set Budget,4,"ja,zh,id,th"
marketing.marketing.bgKpiTopChan,marketing.marketing,Top Media Brand Spend Summary,4,"ja,zh,id,th"
marketing.marketing.bgColImpr,marketing.marketing,Impressions,4,"ja,zh,id,th"
marketing.marketing.bgColCtr,marketing.marketing,CTR(%),4,"ja,zh,id,th"
marketing.marketing.bgColBudget,marketing.marketing,Allocated,4,"ja,zh,id,th"
marketing.marketing.bgColSpend,marketing.marketing,Actual Spend,4,"ja,zh,id,th"
marketing.marketing.bgColProfit,marketing.marketing,Balance,4,"ja,zh,id,th"
marketing.marketing.bgColCpc,marketing.marketing,CPC,4,"ja,zh,id,th"
marketing.marketing.bgColCpa,marketing.marketing,CPA,4,"ja,zh,id,th"
marketing.marketing.bgColRoi,marketing.marketing,Final ROI(%),4,"ja,zh,id,th"
gCat.,gCat.,,3,"zh,zh-TW,vi"
operations.sku,operations.sku,SKU,3,"zh,zh-TW,vi"
operations.sskd6g,operations.sskd6g,Sskd6g,3,"zh,zh-TW,vi"
operations.ti6jzc,operations.ti6jzc,Ti6jzc,3,"zh,zh-TW,vi"
operations.i8hx56,operations.i8hx56,I8hx56,3,"zh,zh-TW,vi"
operations.oa3o69,operations.oa3o69,Oa3o69,3,"zh,zh-TW,vi"
operations.9o517z,operations.9o517z,9o517z,3,"zh,zh-TW,vi"
operations.zasss2,operations.zasss2,Zasss2,3,"zh,zh-TW,vi"
operations.e9xreo,operations.e9xreo,E9xreo,3,"zh,zh-TW,vi"
operations.xcjer3,operations.xcjer3,Xcjer3,3,"zh,zh-TW,vi"
operations.gn14f4,operations.gn14f4,Gn14f4,3,"zh,zh-TW,vi"
operations.v7v0fo,operations.v7v0fo,V7v0fo,3,"zh,zh-TW,vi"
operations.o3ijo7,operations.o3ijo7,O3ijo7,3,"zh,zh-TW,vi"
operations.ws4j5c,operations.ws4j5c,Ws4j5c,3,"zh,zh-TW,vi"
operations.c3b73w,operations.c3b73w,C3b73w,3,"zh,zh-TW,vi"
operations.7omsg9,operations.7omsg9,7omsg9,3,"zh,zh-TW,vi"
operations.x87ynu,operations.x87ynu,X87ynu,3,"zh,zh-TW,vi"
operations.x7nb5k,operations.x7nb5k,X7nb5k,3,"zh,zh-TW,vi"
operations.qhy2cu,operations.qhy2cu,Qhy2cu,3,"zh,zh-TW,vi"
operations.6sin3d,operations.6sin3d,6sin3d,3,"zh,zh-TW,vi"
operations.0tibn3,operations.0tibn3,0tibn3,3,"zh,zh-TW,vi"
operations.if8y8c,operations.if8y8c,If8y8c,3,"zh,zh-TW,vi"
operations.qlu4cd,operations.qlu4cd,Qlu4cd,3,"zh,zh-TW,vi"
operations.ocf8lv,operations.ocf8lv,Ocf8lv,3,"zh,zh-TW,vi"
operations.7zvzna,operations.7zvzna,7zvzna,3,"zh,zh-TW,vi"
operations.ieaobd,operations.ieaobd,Ieaobd,3,"zh,zh-TW,vi"
operations.f54xt0,operations.f54xt0,F54xt0,3,"zh,zh-TW,vi"
operations.zwtpkr,operations.zwtpkr,Zwtpkr,3,"zh,zh-TW,vi"
operations.w04x7c,operations.w04x7c,W04x7c,3,"zh,zh-TW,vi"
operations.ip7udp,operations.ip7udp,Ip7udp,3,"zh,zh-TW,vi"
operations.e2rwrq,operations.e2rwrq,E2rwrq,3,"zh,zh-TW,vi"
operations.bpqhei,operations.bpqhei,Bpqhei,3,"zh,zh-TW,vi"
operations.2yw4oa,operations.2yw4oa,2yw4oa,3,"zh,zh-TW,vi"
operations.pph4s5,operations.pph4s5,Pph4s5,3,"zh,zh-TW,vi"
operations.xwumtf,operations.xwumtf,Xwumtf,3,"zh,zh-TW,vi"
operations.wlcfu5,operations.wlcfu5,Wlcfu5,3,"zh,zh-TW,vi"
operations.m22o88,operations.m22o88,M22o88,3,"zh,zh-TW,vi"
operations.m7h2zt,operations.m7h2zt,M7h2zt,3,"zh,zh-TW,vi"
operations.s40v25,operations.s40v25,S40v25,3,"zh,zh-TW,vi"
operations.52p2cm,operations.52p2cm,52p2cm,3,"zh,zh-TW,vi"
operations.mfgt70,operations.mfgt70,Mfgt70,3,"zh,zh-TW,vi"
operations.sfp3ge,operations.sfp3ge,Sfp3ge,3,"zh,zh-TW,vi"
operations.99j8yb,operations.99j8yb,99j8yb,3,"zh,zh-TW,vi"
operations.okq827,operations.okq827,Okq827,3,"zh,zh-TW,vi"
operations.84qmo9,operations.84qmo9,84qmo9,3,"zh,zh-TW,vi"
operations.pqutmx,operations.pqutmx,Pqutmx,3,"zh,zh-TW,vi"
operations.bey1v6,operations.bey1v6,Bey1v6,3,"zh,zh-TW,vi"
operations.byw06k,operations.byw06k,Byw06k,3,"zh,zh-TW,vi"
operations.v3oq8x,operations.v3oq8x,V3oq8x,3,"zh,zh-TW,vi"
operations.j0ciji,operations.j0ciji,J0ciji,3,"zh,zh-TW,vi"
operations.53nfcg,operations.53nfcg,53nfcg,3,"zh,zh-TW,vi"
operations.yhnpu2,operations.yhnpu2,Yhnpu2,3,"zh,zh-TW,vi"
operations.pq41lt,operations.pq41lt,Pq41lt,3,"zh,zh-TW,vi"
operations.yn2mmg,operations.yn2mmg,Yn2mmg,3,"zh,zh-TW,vi"
operations.w29eyh,operations.w29eyh,W29eyh,3,"zh,zh-TW,vi"
operations.aig0mc,operations.aig0mc,Aig0mc,3,"zh,zh-TW,vi"
operations.jrgoxc,operations.jrgoxc,Jrgoxc,3,"zh,zh-TW,vi"
operations.0zf65j,operations.0zf65j,0zf65j,3,"zh,zh-TW,vi"
operations.ov6k9r,operations.ov6k9r,Ov6k9r,3,"zh,zh-TW,vi"
operations.gewezq,operations.gewezq,Gewezq,3,"zh,zh-TW,vi"
operations.5df7ph,operations.5df7ph,5df7ph,3,"zh,zh-TW,vi"
operations.mzfuvr,operations.mzfuvr,Mzfuvr,3,"zh,zh-TW,vi"
operations.51mnf7,operations.51mnf7,51mnf7,3,"zh,zh-TW,vi"
operations.l35aa7,operations.l35aa7,L35aa7,3,"zh,zh-TW,vi"
operations.gmmzsp,operations.gmmzsp,Gmmzsp,3,"zh,zh-TW,vi"
operations.eq33r1,operations.eq33r1,Eq33r1,3,"zh,zh-TW,vi"
operations.36vv4x,operations.36vv4x,36vv4x,3,"zh,zh-TW,vi"
operations.3xorse,operations.3xorse,3xorse,3,"zh,zh-TW,vi"
operations.6n5rm3,operations.6n5rm3,6n5rm3,3,"zh,zh-TW,vi"
operations.y4brfn,operations.y4brfn,Y4brfn,3,"zh,zh-TW,vi"
operations.8w1sc8,operations.8w1sc8,8w1sc8,3,"zh,zh-TW,vi"
operations.rzrqb2,operations.rzrqb2,Rzrqb2,3,"zh,zh-TW,vi"
operations.48hbi8,operations.48hbi8,48hbi8,3,"zh,zh-TW,vi"
operations.zgybil,operations.zgybil,Zgybil,3,"zh,zh-TW,vi"
operations.my5y5b,operations.my5y5b,My5y5b,3,"zh,zh-TW,vi"
operations.t9984q,operations.t9984q,T9984q,3,"zh,zh-TW,vi"
operations.kedt13,operations.kedt13,Kedt13,3,"zh,zh-TW,vi"
operations.ju3pdg,operations.ju3pdg,Ju3pdg,3,"zh,zh-TW,vi"
operations.h7b04x,operations.h7b04x,H7b04x,3,"zh,zh-TW,vi"
operations.djm5a1,operations.djm5a1,Djm5a1,3,"zh,zh-TW,vi"
operations.57ox7c,operations.57ox7c,57ox7c,3,"zh,zh-TW,vi"
operations.6iaz69,operations.6iaz69,6iaz69,3,"zh,zh-TW,vi"
operations.gu0d4b,operations.gu0d4b,Gu0d4b,3,"zh,zh-TW,vi"
