ko_value,count,sample_path,sample_ja_value,sample_en_value,suggested_ko
Status error,1,pages.marketingIntel.marketingIntel.systemMonitor.status_error,Status error,Status error,
Status ok,1,pages.marketingIntel.marketingIntel.systemMonitor.status_ok,Status ok,Status ok,
Status warning,1,pages.marketingIntel.marketingIntel.systemMonitor.status_warning,Status warning,Status warning,
Camp Name,1,pages.marketingIntel.marketingIntel.unified.campName,Camp Name,Camp Name,
Mix Title,1,pages.marketingIntel.marketingIntel.unified.mixTitle,Mix Title,Mix Title,
Total Amt,1,pages.marketingIntel.marketingIntel.unified.totalAmt,Total Amt,Total Amt,
Mobile Cvr,1,pages.marketingIntel.mobileCvr,Mobile Cvr,Mobile Cvr,
New Cust Pct,1,pages.marketingIntel.newCustPct,New Cust Pct,New Cust Pct,
Node Settings,1,pages.marketingIntel.nodeSettings,Node Settings,Node Settings,
Order History,1,pages.marketingIntel.orderHistory,Order History,Order History,
Order Needed,1,pages.marketingIntel.orderNeeded,Order Needed,Order Needed,
Order Needed Sku,1,pages.marketingIntel.orderNeededSku,Order Needed Sku,Order Needed Sku,
Payment Key,1,pages.marketingIntel.paymentKey,Payment Key,Payment Key,
Platform Dist,1,pages.marketingIntel.platformDist,Platform Dist,Platform Dist,
Limited Features,1,pages.marketingIntel.pricing.limitedFeat,Limited Features,Limited Features,
Product Cost,1,pages.marketingIntel.productCost,Product Cost,Product Cost,
Purchase Cost,1,pages.marketingIntel.purchaseCost,Purchase Cost,Purchase Cost,
Campaign Pnl Risk,1,pages.marketingIntel.rollup.campaignPnlRisk,Campaign Pnl Risk,Campaign Pnl Risk,
Commission Per Post,1,pages.marketingIntel.rollup.commissionPerPost,Commission Per Post,Commission Per Post,
Loss Est Warning,1,pages.marketingIntel.rollup.lossEstWarning,Loss Est Warning,Loss Est Warning,
Pnl Cogs,1,pages.marketingIntel.rollup.pnlCogs,Pnl Cogs,Pnl Cogs,
Pnl Desc,1,pages.marketingIntel.rollup.pnlDesc,Pnl Desc,Pnl Desc,
Pnl Fx Loss,1,pages.marketingIntel.rollup.pnlFxLoss,Pnl Fx Loss,Pnl Fx Loss,
Net Revenue,1,pages.marketingIntel.rollup.pnlNetRev,Net Revenue,Net Revenue,
Pnl Return Loss,1,pages.marketingIntel.rollup.pnlReturnLoss,Pnl Return Loss,Pnl Return Loss,
Pnl Structure,1,pages.marketingIntel.rollup.pnlStructure,Pnl Structure,Pnl Structure,
Settlement Deduction,1,pages.marketingIntel.rollup.settleDeductWord,Settlement Deduction,Settlement Deduction,
10K KRW,1,pages.marketingIntel.rollup.unitTenThousand,10K KRW,10K KRW,
Root_page Title_channel Kpi2,1,pages.marketingIntel.root_pageTitle_channelKpi2,Root_page Title_channel Kpi2,Root_page Title_channel Kpi2,
Sku Analysis,1,pages.marketingIntel.skuAnalysis,Sku Analysis,Sku Analysis,
Sku Forecast,1,pages.marketingIntel.skuForecast,Sku Forecast,Sku Forecast,
Top Margin SKU,1,pages.marketingIntel.skuTopMargin,Top Margin SKU,Sku Top Margin,
Summary Orders,1,pages.marketingIntel.summaryOrders,Summary Orders,Summary Orders,
Tab Ai,1,pages.marketingIntel.tabAi,Tab Ai,Tab Ai,
Tab Ai Desc,1,pages.marketingIntel.tabAiDesc,Tab Ai Desc,Tab Ai Desc,
Tab Auto,1,pages.marketingIntel.tabAuto,Tab Auto,Tab Auto,
Tab Auto Desc,1,pages.marketingIntel.tabAutoDesc,Tab Auto Desc,Tab Auto Desc,
Tab Funnel,1,pages.marketingIntel.tabFunnel,Tab Funnel,Tab Funnel,
Tab Funnel Desc,1,pages.marketingIntel.tabFunnelDesc,Tab Funnel Desc,Tab Funnel Desc,
Tab Kpi,1,pages.marketingIntel.tabKpi,Tab Kpi,Tab Kpi,
Tab Kpi Desc,1,pages.marketingIntel.tabKpiDesc,Tab Kpi Desc,Tab Kpi Desc,
Today Ad Spend,1,pages.marketingIntel.todayAdSpend,Today Ad Spend,Today Ad Spend,
Top Creators,1,pages.marketingIntel.topCreators,Top Creators,Top Creators,
Total Followers,1,pages.marketingIntel.totalFollowers,Total Followers,Total Followers,
Total Purchases,1,pages.marketingIntel.totalPurchases,Total Purchases,Total Purchases,
Total Rev Contrib,1,pages.marketingIntel.totalRevContrib,Total Rev Contrib,Total Rev Contrib,
Add User,1,pages.marketingIntel.userMgmt.addUser,Add User,Add User,
✉️ Email,1,pages.marketingIntel.userMgmt.email,✉️ Email,✉️ Email,
Invite Email,1,pages.marketingIntel.userMgmt.inviteEmail,Invite Email,Invite Email,
Invite Title,1,pages.marketingIntel.userMgmt.inviteTitle,Invite Title,Invite Title,
Last Login,1,pages.marketingIntel.userMgmt.lastLogin,Last Login,Last Login,
No Users,1,pages.marketingIntel.userMgmt.noUsers,No Users,No Users,
Resend Invite,1,pages.marketingIntel.userMgmt.resendInvite,Resend Invite,Resend Invite,
Send Invite,1,pages.marketingIntel.userMgmt.sendInvite,Send Invite,Send Invite,
Tab Invite,1,pages.marketingIntel.userMgmt.tabInvite,Tab Invite,Tab Invite,
Tab Users,1,pages.marketingIntel.userMgmt.tabUsers,Tab Users,Tab Users,
Verdict Bad,1,pages.marketingIntel.verdictBad,Verdict Bad,Verdict Bad,
Verdict Good,1,pages.marketingIntel.verdictGood,Verdict Good,Verdict Good,
Coupon Code,1,pages.mobile.adminCoupon.codeLabel,Coupon Code,Coupon Code,
Code Placeholder,1,pages.mobile.adminCoupon.codePlaceholder,Code Placeholder,Code Placeholder,
Code / Recipient,1,pages.mobile.adminCoupon.colCode,Code / Recipient,Code / Recipient,
Email Placeholder,1,pages.mobile.adminCoupon.emailPlaceholder,Email Placeholder,Email Placeholder,
Issue Coupon,1,pages.mobile.adminCoupon.issueBtn,Issue Coupon,Issue Coupon,
Email Notifications,1,pages.mobile.adminCoupon.notifyEmail,Email Notifications,Email Notification,
1 month,1,pages.mobile.adminCoupon.period1m,1 month,1 month,
1 year,1,pages.mobile.adminCoupon.period1y,1 year,1 year,
2 months,1,pages.mobile.adminCoupon.period2m,2 months,2 months,
3 months,1,pages.mobile.adminCoupon.period3m,3 months,3 months,
6 months,1,pages.mobile.adminCoupon.period6m,6 months,6 months,
Tab Auto Rules,1,pages.mobile.adminCoupon.tabAutoRules,Tab Auto Rules,Tab Auto Rules,
🎟 Issue Coupon,1,pages.mobile.adminCoupon.tabIssue,🎟 Issue Coupon,🎟 Issue Coupon,
Free Coupon Management,1,pages.mobile.adminCoupon.tabTitle,Free Coupon Management,Free Coupon Management,
Total Issued,1,pages.mobile.adminCoupon.totalIssued,Total Issued,Total Issued,
Average ROAS,1,pages.mobile.avgRoas,Average ROAS,Average ROAS,
No available coupons.,1,pages.mobile.coupon.emptyAvailable,No available coupons.,No available coupons.,
No expired coupons.,1,pages.mobile.coupon.emptyExpired,No expired coupons.,No expired coupons.,
"If you have a coupon code, enter it above.",1,pages.mobile.coupon.emptyHint,"If you have a coupon code, enter it above.","If you have a coupon code, enter it above.",
No used coupons.,1,pages.mobile.coupon.emptyUsed,No used coupons.,No used coupons.,
"Ask about P&L, ROAS, return rates...",1,pages.mobile.coupon.inputPlaceholder,"Ask about P&L, ROAS, return rates...","Ask about P&L, ROAS, return rates...",
Invalid coupon code,1,pages.mobile.coupon.invalidCode,Invalid coupon code,Invalid coupon code,
🎉 Redeem Coupon,1,pages.mobile.coupon.modalConfirm,🎉 Redeem Coupon,🎉 Redeem Coupon,
Enter coupon code to instantly activate the plan.,1,pages.mobile.coupon.modalSub,Enter coupon code to instantly activate the plan.,Enter coupon code to instantly activate the plan.,
🎟 Redeem Coupon,1,pages.mobile.coupon.modalTitle,🎟 Redeem Coupon,🎟 Redeem Coupon,
Network Error,1,pages.mobile.coupon.networkError,Network Error,Network Error,
Redeem Coupon,1,pages.mobile.coupon.redeemBtn,Redeem Coupon,Redeem Coupon,
✅ Available,1,pages.mobile.coupon.tabAvailable,✅ Available,✅ Available,
⏰ Expired,1,pages.mobile.coupon.tabExpired,⏰ Expired,⏰ Expired,
✔ Used,1,pages.mobile.coupon.tabUsed,✔ Used,✔ Used,
Use →,1,pages.mobile.coupon.useBtn,Use →,Use →,
All Teams,1,pages.perms.allTeams,All Teams,All Teams,
Pro All + Instant Rollback·Amazon Policy·Market Share·Data Governance·SmartConnect Partner API·Influencer DB·Full Audit·Auto Reports.,1,pages.pricingDetail.ent_desc,Pro All + Instant Rollback·Amazon Policy·Market Share·Data Governance·SmartConnect Partner API·Influencer DB·Full Audit·Auto Reports.,Pro All + Instant Rollback·Amazon Policy·Market Share·Data Governance·SmartConnect Partner API·Influencer DB·Full Audit·Auto Reports.,
Ent_headline,1,pages.pricingDetail.ent_headline,Ent_headline,Ent_headline,
Writeback Instant Rollback (New),1,pages.pricingDetail.ent_s1,Writeback Instant Rollback (New),Writeback Instant Rollback (New),
Instant Rollback (Immediate Error Recovery),1,pages.pricingDetail.ent_s1i2,Instant Rollback (Immediate Error Recovery),Instant Rollback (Immediate Error Recovery),
Multi-Brand Auto Execution,1,pages.pricingDetail.ent_s1i3,Multi-Brand Auto Execution,Multi-Brand Auto Execution,
Full Rollback History View,1,pages.pricingDetail.ent_s1i4,Full Rollback History View,Full Rollback History View,
Amazon Advanced Operations (New),1,pages.pricingDetail.ent_s2,Amazon Advanced Operations (New),Amazon Advanced Operations (New),
Amazon Account Health Monitor,1,pages.pricingDetail.ent_s2i1,Amazon Account Health Monitor,Amazon Account Health Monitor,
Policy Compliance Management,1,pages.pricingDetail.ent_s2i2,Policy Compliance Management,Policy Compliance Management,
Full Review Monitoring,1,pages.pricingDetail.ent_s2i3,Full Review Monitoring,Full Review Monitoring,
Listing Quality Audit,1,pages.pricingDetail.ent_s2i4,Listing Quality Audit,Listing Quality Audit,
Market Intelligence (New),1,pages.pricingDetail.ent_s3,Market Intelligence (New),Market Intelligence (New),
Market Share Analysis,1,pages.pricingDetail.ent_s3i1,Market Share Analysis,Market Share Analysis,
Competitor Ad Tracking (AI),1,pages.pricingDetail.ent_s3i2,Competitor Ad Tracking (AI),Competitor Ad Tracking (AI),
Trend AI Forecast Model,1,pages.pricingDetail.ent_s3i3,Trend AI Forecast Model,Trend AI Forecast Model,
Channel Attribution All Models,1,pages.pricingDetail.ent_s3i4,Channel Attribution All Models,Channel Attribution All Models,
Conversion Path Analysis,1,pages.pricingDetail.ent_s3i5,Conversion Path Analysis,Conversion Path Analysis,
Data Product Governance (New),1,pages.pricingDetail.ent_s4,Data Product Governance (New),Data Product Governance (New),
Data Product Schema·Quality Metrics,1,pages.pricingDetail.ent_s4i1,Data Product Schema·Quality Metrics,Data Product Schema·Quality Metrics,
SLA Management·Owner Assignment,1,pages.pricingDetail.ent_s4i2,SLA Management·Owner Assignment,SLA Management·Owner Assignment,
API-based Data Streaming Export,1,pages.pricingDetail.ent_s4i3,API-based Data Streaming Export,API-based Data Streaming Export,
Event Normalization Full Mgmt,1,pages.pricingDetail.ent_s4i4,Event Normalization Full Mgmt,Event Normalization Full Mgmt,
OAuth Partner Management,1,pages.pricingDetail.ent_s4i5,OAuth Partner Management,OAuth Partner Management,
Advanced Data Mapping,1,pages.pricingDetail.ent_s4i6,Advanced Data Mapping,Advanced Data Mapping,
SmartConnect Partner API (New),1,pages.pricingDetail.ent_s5,SmartConnect Partner API (New),SmartConnect Partner API (New),
Partner-level Bidirectional Real-time Integration,1,pages.pricingDetail.ent_s5i1,Partner-level Bidirectional Real-time Integration,Partner-level Bidirectional Real-time Integration,
Full Real-time Sync Logs,1,pages.pricingDetail.ent_s5i2,Full Real-time Sync Logs,Full Real-time Sync Logs,
ERP·SCM·WMS Full Integration,1,pages.pricingDetail.ent_s5i3,ERP·SCM·WMS Full Integration,ERP·SCM·WMS Full Integration,
Custom Webhook Advanced Setup,1,pages.pricingDetail.ent_s5i4,Custom Webhook Advanced Setup,Custom Webhook Advanced Setup,
Advanced Marketing (New),1,pages.pricingDetail.ent_s6,Advanced Marketing (New),Advanced Marketing (New),
Full Influencer DB·Campaign Execution·Settlement,1,pages.pricingDetail.ent_s6i1,Full Influencer DB·Campaign Execution·Settlement,Full Influencer DB·Campaign Execution·Settlement,
Kakao Bizboard (Large-scale Ads),1,pages.pricingDetail.ent_s6i2,Kakao Bizboard (Large-scale Ads),Kakao Bizboard (Large-scale Ads),
WhatsApp Advanced Setup (Channel API),1,pages.pricingDetail.ent_s6i3,WhatsApp Advanced Setup (Channel API),WhatsApp Advanced Setup (Channel API),
LINE Channel Advanced Setup,1,pages.pricingDetail.ent_s6i4,LINE Channel Advanced Setup,LINE Channel Advanced Setup,
AI Segment Advanced (Custom Criteria),1,pages.pricingDetail.ent_s6i5,AI Segment Advanced (Custom Criteria),AI Segment Advanced (Custom Criteria),
Competitor Review Comparison Analysis,1,pages.pricingDetail.ent_s6i6,Competitor Review Comparison Analysis,Competitor Review Comparison Analysis,
Operations & Governance All (New),1,pages.pricingDetail.ent_s7,Operations & Governance All (New),Operations & Governance All (New),
Ops Hub Alert Send (Admin Notice),1,pages.pricingDetail.ent_s7i1,Ops Hub Alert Send (Admin Notice),Ops Hub Alert Send (Admin Notice),
3PL Delete·Contract Management,1,pages.pricingDetail.ent_s7i2,3PL Delete·Contract Management,3PL Delete·Contract Management,
Full Audit Log·CSV Export,1,pages.pricingDetail.ent_s7i3,Full Audit Log·CSV Export,Full Audit Log·CSV Export,
System Monitor Alert Setup,1,pages.pricingDetail.ent_s7i4,System Monitor Alert Setup,System Monitor Alert Setup,
Auto Report Generate·Scheduled Send,1,pages.pricingDetail.ent_s7i5,Auto Report Generate·Scheduled Send,Auto Report Generate·Scheduled Send,
Dashboard External Share·Embed,1,pages.pricingDetail.ent_s7i6,Dashboard External Share·Embed,Dashboard External Share·Embed,
Pro All Included + Unlimited,1,pages.pricingDetail.ent_s8,Pro All Included + Unlimited,Pro All Included + Unlimited,
All Pro Plan Features Included,1,pages.pricingDetail.ent_s8i1,All Pro Plan Features Included,All Pro Plan Features Included,
Unlimited Accounts·Users·Team Members,1,pages.pricingDetail.ent_s8i2,Unlimited Accounts·Users·Team Members,Unlimited Accounts·Users·Team Members,
Priority Support SLA,1,pages.pricingDetail.ent_s8i3,Priority Support SLA,Priority Support SLA,
Dedicated Onboarding Consulting·Annual Training,1,pages.pricingDetail.ent_s8i4,Dedicated Onboarding Consulting·Annual Training,Dedicated Onboarding Consulting·Annual Training,
Custom & Dedicated Services,1,pages.pricingDetail.ent_s9,Custom & Dedicated Services,Custom & Dedicated Services,
Custom Dashboard Configuration,1,pages.pricingDetail.ent_s9i1,Custom Dashboard Configuration,Custom Dashboard Configuration,
Dedicated Manager Assignment,1,pages.pricingDetail.ent_s9i2,Dedicated Manager Assignment,Dedicated Manager Assignment,
Annual Contract-based Custom Discount,1,pages.pricingDetail.ent_s9i3,Annual Contract-based Custom Discount,Annual Contract-based Custom Discount,
Custom Training·Workshop,1,pages.pricingDetail.ent_s9i4,Custom Training·Workshop,Custom Training·Workshop,
Ent_tagline,1,pages.pricingDetail.ent_tagline,Ent_tagline,Ent_tagline,
Experience the full Geniego-ROI platform instantly upon signup.,1,pages.pricingDetail.free_desc,Experience the full Geniego-ROI platform instantly upon signup.,Experience the full Geniego-ROI platform instantly upon signup.,
 Experience Plan,1,pages.pricingDetail.free_headline, Experience Plan, Experience Plan,
No real-time data,1,pages.pricingDetail.free_l1,No real-time data,No real-time data,
No live channel integration,1,pages.pricingDetail.free_l2,No live channel integration,No live channel integration,
No save or download,1,pages.pricingDetail.free_l3,No save or download,No save or download,
KPI Widgets (),1,pages.pricingDetail.free_s1i1,KPI Widgets (),KPI Widgets (),
Quick Links,1,pages.pricingDetail.free_s1i2,Quick Links,Quick Links,
Onboarding Guide,1,pages.pricingDetail.free_s1i3,Onboarding Guide,Onboarding Guide,
My Team & Help,1,pages.pricingDetail.free_s2,My Team & Help,My Team & Help,
Video Tutorials,1,pages.pricingDetail.free_s2i2,Video Tutorials,Video Tutorials,
Release Notes,1,pages.pricingDetail.free_s2i3,Release Notes,Release Notes,
Subscription & Billing,1,pages.pricingDetail.free_s3,Subscription & Billing,Subscription & Billing,
View Current Plan,1,pages.pricingDetail.free_s3i1,View Current Plan,View Current Plan,
Upgrade Plan,1,pages.pricingDetail.free_s3i2,Upgrade Plan,Upgrade Plan,
Free_tagline,1,pages.pricingDetail.free_tagline,Free_tagline,Free_tagline,
Grow your revenue with domestic commerce channels and basic CRM automation.,1,pages.pricingDetail.growth_desc,Grow your revenue with domestic commerce channels and basic CRM automation.,Grow your revenue with domestic commerce channels and basic CRM automation.,
Growth_headline,1,pages.pricingDetail.growth_headline,Growth_headline,Growth_headline,
AI Forecast (Churn·LTV) — Pro+,1,pages.pricingDetail.growth_l1,AI Forecast (Churn·LTV) — Pro+,AI Forecast (Churn·LTV) — Pro+,
Customer Journey Builder — Pro+,1,pages.pricingDetail.growth_l2,Customer Journey Builder — Pro+,Customer Journey Builder — Pro+,
Global Channels (WhatsApp·LINE·DM) — Pro+,1,pages.pricingDetail.growth_l3,Global Channels (WhatsApp·LINE·DM) — Pro+,Global Channels (WhatsApp·LINE·DM) — Pro+,
AI Rule Engine — Pro+,1,pages.pricingDetail.growth_l4,AI Rule Engine — Pro+,AI Rule Engine — Pro+,
1st-Party Pixel·API Keys — Pro+,1,pages.pricingDetail.growth_l5,1st-Party Pixel·API Keys — Pro+,1st-Party Pixel·API Keys — Pro+,
SmartConnect ERP Integration — Pro+,1,pages.pricingDetail.growth_l6,SmartConnect ERP Integration — Pro+,SmartConnect ERP Integration — Pro+,
AI Marketing Automation (Core),1,pages.pricingDetail.growth_s1,AI Marketing Automation (Core),AI Marketing Automation (Core),
AI Ad Creative Generation,1,pages.pricingDetail.growth_s1i1,AI Ad Creative Generation,AI Ad Creative Generation,
Campaign Setup·Manage·List·Report,1,pages.pricingDetail.growth_s1i2,Campaign Setup·Manage·List·Report,Campaign Setup·Manage·List·Report,
Alert Policy List & Logs,1,pages.pricingDetail.growth_s1i5,Alert Policy List & Logs,Alert Policy List & Logs,
Ad & Channel Analytics (Domestic),1,pages.pricingDetail.growth_s2,Ad & Channel Analytics (Domestic),Ad & Channel Analytics (Domestic),
Ad Summary·Channel·Product Analysis,1,pages.pricingDetail.growth_s2i1,Ad Summary·Channel·Product Analysis,Ad Summary·Channel·Product Analysis,
ROAS Analysis,1,pages.pricingDetail.growth_s2i2,ROAS Analysis,ROAS Analysis,
Channel KPI (Impressions·CTR·CVR·CPA/CPC),1,pages.pricingDetail.growth_s2i4,Channel KPI (Impressions·CTR·CVR·CPA/CPC),Channel KPI (Impressions·CTR·CVR·CPA/CPC),
ROAS Calculator,1,pages.pricingDetail.growth_s2i5,ROAS Calculator,ROAS Calculator,
Customer CRM (Basic),1,pages.pricingDetail.growth_s3,Customer CRM (Basic),Customer CRM (Basic),
Customer DB·360° View·Tag Management,1,pages.pricingDetail.growth_s3i1,Customer DB·360° View·Tag Management,Customer DB·360° View·Tag Management,
RFM Analysis·Segment Builder·Message Send,1,pages.pricingDetail.growth_s3i2,RFM Analysis·Segment Builder·Message Send,RFM Analysis·Segment Builder·Message Send,
Email Campaign (Send·A/B·Performance·Schedule),1,pages.pricingDetail.growth_s3i3,Email Campaign (Send·A/B·Performance·Schedule),Email Campaign (Send·A/B·Performance·Schedule),
Kakao Notification·FriendTalk·Stats,1,pages.pricingDetail.growth_s3i4,Kakao Notification·FriendTalk·Stats,Kakao Notification·FriendTalk·Stats,
SMS/LMS Campaign·Text Templates,1,pages.pricingDetail.growth_s3i5,SMS/LMS Campaign·Text Templates,SMS/LMS Campaign·Text Templates,
Exit Popup·Web Popup (Basic),1,pages.pricingDetail.growth_s3i6,Exit Popup·Web Popup (Basic),Exit Popup·Web Popup (Basic),
Commerce & Logistics (Domestic),1,pages.pricingDetail.growth_s4,Commerce & Logistics (Domestic),Commerce & Logistics (Domestic),
Coupang·Naver·Cafe24 Channel Integration,1,pages.pricingDetail.growth_s4i1,Coupang·Naver·Cafe24 Channel Integration,Coupang·Naver·Cafe24 Channel Integration,
Order Hub (All Orders·Claims·Returns·Shipping),1,pages.pricingDetail.growth_s4i2,Order Hub (All Orders·Claims·Returns·Shipping),Order Hub (All Orders·Claims·Returns·Shipping),
Bulk Product Register·Catalog Sync·Price Rules,1,pages.pricingDetail.growth_s4i3,Bulk Product Register·Catalog Sync·Price Rules,Bulk Product Register·Catalog Sync·Price Rules,
Basic WMS (Stock·Alerts·Inbound·Outbound),1,pages.pricingDetail.growth_s4i4,Basic WMS (Stock·Alerts·Inbound·Outbound),Basic WMS (Stock·Alerts·Inbound·Outbound),
Monthly Settlement·Shipping·Excel Export,1,pages.pricingDetail.growth_s4i5,Monthly Settlement·Shipping·Excel Export,Monthly Settlement·Shipping·Excel Export,
3PL Carrier List View,1,pages.pricingDetail.growth_s4i6,3PL Carrier List View,3PL Carrier List View,
Analytics & Performance,1,pages.pricingDetail.growth_s5,Analytics & Performance,Analytics & Performance,
Performance Summary·Channel·Product·Campaign,1,pages.pricingDetail.growth_s5i1,Performance Summary·Channel·Product·Campaign,Performance Summary·Channel·Product·Campaign,
P&L Overview,1,pages.pricingDetail.growth_s5i2,P&L Overview,P&L Overview,
AI Insight Feed,1,pages.pricingDetail.growth_s5i3,AI Insight Feed,AI Insight Feed,
Custom Report·Excel Export,1,pages.pricingDetail.growth_s5i4,Custom Report·Excel Export,Custom Report·Excel Export,
Settlement & Finance,1,pages.pricingDetail.growth_s6,Settlement & Finance,Settlement & Finance,
Settlement History·Channel·Excel,1,pages.pricingDetail.growth_s6i1,Settlement History·Channel·Excel,Settlement History·Channel·Excel,
Payment List·Excel,1,pages.pricingDetail.growth_s6i2,Payment List·Excel,Payment List·Excel,
Plan View·Billing History·Invoice,1,pages.pricingDetail.growth_s6i3,Plan View·Billing History·Invoice,Plan View·Billing History·Invoice,
License Activation·Status,1,pages.pricingDetail.growth_s6i4,License Activation·Status,License Activation·Status,
Channel & Data Integration (Domestic),1,pages.pricingDetail.growth_s7,Channel & Data Integration (Domestic),Channel & Data Integration (Domestic),
Meta·Google·TikTok·Naver·Kakao Ad Integration,1,pages.pricingDetail.growth_s7i1,Meta·Google·TikTok·Naver·Kakao Ad Integration,Meta·Google·TikTok·Naver·Kakao Ad Integration,
Coupang Connector,1,pages.pricingDetail.growth_s7i2,Coupang Connector,Coupang Connector,
Currency Selection (KRW/USD/JPY/EUR Global),1,pages.pricingDetail.growth_s7i3,Currency Selection (KRW/USD/JPY/EUR Global),Currency Selection (KRW/USD/JPY/EUR Global),
Team Management,1,pages.pricingDetail.growth_s8,Team Management,Team Management,
Team Member List·Invite,1,pages.pricingDetail.growth_s8i1,Team Member List·Invite,Team Member List·Invite,
My Activity History,1,pages.pricingDetail.growth_s8i2,My Activity History,My Activity History,
Support Ticket,1,pages.pricingDetail.growth_s8i3,Support Ticket,Support Ticket,
Growth_tagline,1,pages.pricingDetail.growth_tagline,Growth_tagline,Growth_tagline,
Growth All + AI Forecast·Journey Builder·Global Channels·Rule Engine·SmartConnect·1st-Party Pixel·Advanced BI.,1,pages.pricingDetail.pro_desc,Growth All + AI Forecast·Journey Builder·Global Channels·Rule Engine·SmartConnect·1st-Party Pixel·Advanced BI.,Growth All + AI Forecast·Journey Builder·Global Channels·Rule Engine·SmartConnect·1st-Party Pixel·Advanced BI.,
Pro_headline,1,pages.pricingDetail.pro_headline,Pro_headline,Pro_headline,
Writeback Instant Rollback — Enterprise,1,pages.pricingDetail.pro_l1,Writeback Instant Rollback — Enterprise,Writeback Instant Rollback — Enterprise,
Amazon Policy·Review Mgmt — Enterprise,1,pages.pricingDetail.pro_l2,Amazon Policy·Review Mgmt — Enterprise,Amazon Policy·Review Mgmt — Enterprise,
Market Share·Trend AI — Enterprise,1,pages.pricingDetail.pro_l3,Market Share·Trend AI — Enterprise,Market Share·Trend AI — Enterprise,
Data Product SLA·Governance — Enterprise,1,pages.pricingDetail.pro_l4,Data Product SLA·Governance — Enterprise,Data Product SLA·Governance — Enterprise,
SmartConnect Partner API Bidirectional — Enterprise,1,pages.pricingDetail.pro_l5,SmartConnect Partner API Bidirectional — Enterprise,SmartConnect Partner API Bidirectional — Enterprise,
Influencer DB·Campaign Execution — Enterprise,1,pages.pricingDetail.pro_l6,Influencer DB·Campaign Execution — Enterprise,Influencer DB·Campaign Execution — Enterprise,
Audit Log Full Export — Enterprise,1,pages.pricingDetail.pro_l7,Audit Log Full Export — Enterprise,Audit Log Full Export — Enterprise,
Auto Report·Scheduled Send — Enterprise,1,pages.pricingDetail.pro_l8,Auto Report·Scheduled Send — Enterprise,Auto Report·Scheduled Send — Enterprise,
API Data Streaming Export — Enterprise,1,pages.pricingDetail.pro_l9,API Data Streaming Export — Enterprise,API Data Streaming Export — Enterprise,
AI Forecast Engine (New),1,pages.pricingDetail.pro_s1,AI Forecast Engine (New),AI Forecast Engine (New),
Real-time FX + Team Mgmt,1,pages.pricingDetail.pro_s10,Real-time FX + Team Mgmt,Real-time FX + Team Mgmt,
Real-time Exchange Rate (Global Currency),1,pages.pricingDetail.pro_s10i1,Real-time Exchange Rate (Global Currency),Real-time Exchange Rate (Global Currency),
Team Activity Audit,1,pages.pricingDetail.pro_s10i2,Team Activity Audit,Team Activity Audit,
System Status·API Monitoring,1,pages.pricingDetail.pro_s10i3,System Status·API Monitoring,System Status·API Monitoring,
Batch Job Run·Reprocess,1,pages.pricingDetail.pro_s10i4,Batch Job Run·Reprocess,Batch Job Run·Reprocess,
Churn·LTV·Purchase Probability Forecast,1,pages.pricingDetail.pro_s1i1,Churn·LTV·Purchase Probability Forecast,Churn·LTV·Purchase Probability Forecast,
Graph Scoring,1,pages.pricingDetail.pro_s1i2,Graph Scoring,Graph Scoring,
Next Best Action Recommendation,1,pages.pricingDetail.pro_s1i3,Next Best Action Recommendation,Next Best Action Recommendation,
Product Recommendation AI,1,pages.pricingDetail.pro_s1i4,Product Recommendation AI,Product Recommendation AI,
AI Ad Insights,1,pages.pricingDetail.pro_s1i5,AI Ad Insights,AI Ad Insights,
AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),1,pages.pricingDetail.pro_s1i6,AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),
Customer Journey Builder (New),1,pages.pricingDetail.pro_s2,Customer Journey Builder (New),Customer Journey Builder (New),
Journey Canvas (Drag&Drop),1,pages.pricingDetail.pro_s2i1,Journey Canvas (Drag&Drop),Journey Canvas (Drag&Drop),
Trigger Setup·Action Node Management,1,pages.pricingDetail.pro_s2i2,Trigger Setup·Action Node Management,Trigger Setup·Action Node Management,
Journey Performance Stats Analysis,1,pages.pricingDetail.pro_s2i3,Journey Performance Stats Analysis,Journey Performance Stats Analysis,
A/B Test (Email·Popup),1,pages.pricingDetail.pro_s2i4,A/B Test (Email·Popup),A/B Test (Email·Popup),
Global Channel All (New),1,pages.pricingDetail.pro_s3,Global Channel All (New),Global Channel All (New),
Shopify·Amazon·LINE Ads Integration,1,pages.pricingDetail.pro_s3i1,Shopify·Amazon·LINE Ads Integration,Shopify·Amazon·LINE Ads Integration,
WhatsApp Broadcast·Automation,1,pages.pricingDetail.pro_s3i2,WhatsApp Broadcast·Automation,WhatsApp Broadcast·Automation,
Instagram DM·Facebook DM·DM Campaign,1,pages.pricingDetail.pro_s3i3,Instagram DM·Facebook DM·DM Campaign,Instagram DM·Facebook DM·DM Campaign,
LINE Message Campaign·Statistics,1,pages.pricingDetail.pro_s3i4,LINE Message Campaign·Statistics,LINE Message Campaign·Statistics,
Popup A/B Test·Trigger Setup,1,pages.pricingDetail.pro_s3i5,Popup A/B Test·Trigger Setup,Popup A/B Test·Trigger Setup,
